;;;;;;
Entretien, exploitation et maintenance des installations techniques des bâtiments;;;;;;
CPS E2MT²;;;;;;
Annexe 4 : Bordereau des Prix Unitaires, Scénario de Commande et Minimum Garanti;;;;;;
LOT 4.1 - Mission D - BPU Prestations connexes - Rubrique 1;;;;;;
;;;;;;
"Attention, les prestations ci-dessous ne sont utilisables que dans les niveaux de maitenance non inclus au contrat ou pour des travaux neufs (si la main d'oeuvre et la franchise doivent être déduites, alors il faut recourir aux onglets 2 et 3).
Les prestations listées ci-dessous peuvent être commandées par SNCF sans qu'obligatoirement les missions correspondantes en prestations récurrentes soient actives au contrat.";;;;;;
Code PU;Prestation;;Détail Prestation;;Prix en €HT;Unité
ACC-01;Nacelle ou plate forme mobile jusqu'à 6 m;;;;313,28;Journée
ACC-02;Nacelle ou plate forme mobile jusqu'à 9 m;;;;321,78;Journée
ACC-03;Camion nacelle 20 m (avec conducteur);;;;1 214,27;Journée
ACC-04;Camion nacelle 30 m (avec conducteur);;;;1 359,97;Journée
(1)    Il est rappelé que l'intégralité des moyens d'accès nécessaires à la réalisation des prestations récurrentes est à la charge du Prestataire;;;;;;
Management de l'énergie;;;;;;
E-01;Installation d'un thermostat programmable conforme au décret 2023-444,;;Système d’ajustement de la température ambiante au dixième de degré pas minimum horaire et programmation des périodes (Réduit de nuit ou en cas d’absence et en cas de présence). 4 modes d’allures. Raccordement et tous accessoires inclus.;;268,18;"Unité
(fournitures et main d'œuvre)"
E-02;Installation d'un système de pilotage de l'éclairage extérieur;;Fourniture, pose et paramétrage optimum d’une horloge astronomique digital 230V (lieu d’implantation, date/heure, programmation horaire d’extinction). Programme 24h/7j – 1 contact 16A.;;545,45;"Unité
(fournitures et main d'œuvre)"
E-03;Mise en œuvre d'une campagne d'éco-gestes (pose d'étiquettes, affiches…);;Proposition de support (affiche, étiquette, …) à la chartre et mise en place aux emplacements dédiés (Interrupteurs, consommateurs, lieu de passage …).;;0,23;"m²
(fournitures et main d'œuvre)"
E-04;Campagne de réglage des ballons ECS;;Prestation de réglage de la consigne de température et de vérification du groupes de sécurité d’un ballon d’ESC. Déplacement inclus.;;94,32;"Unité
(fournitures et main d'œuvre)"
E-05;Fourniture et pose d'un sous-compteur connecté électrique;;Certifié MID classe 0,1S. Marque de type Itron Aquadis, Elster Bk et Sodomec Coutins. Communication filaire, RS485 Modbus ou Lora VPN privé. Paramétrage plateforme prestataire.;;1223,86;"Unité
(fournitures et main d'œuvre)"
E-06;Fourniture et pose d'un sous-compteur connecté gaz;;;;4431,82;
E-07;Fourniture et pose d'un sous-compteur connecté eau;;;;2306,82;
E-08;Fourniture et pose d'une sonde connectée de température;;Y compris paramétrage plateforme prestataire.;;532,63;"Unité
(fournitures et main d'œuvre)"
E-09;Fourniture et pose d'une sonde connectée de CO2;;;;775,77;
E-10;Fourniture et pose d'une sonde connectée de luminosité;;;;1419,22;
E-11;Fourniture et pose d'une sonde connectée de détection;;;;1419,22;
E-12;Fourniture et pose d'une tête thermostatique;;Tous accessoires inclus.;;88,64;"Unité
(fournitures et main d'œuvre)"
E-13;Prestation de détection de fuite d'eau - Relevé de débit par appareillage ponctuel à ultrasons et enregistreur.;;Relevés sur 24h permettant ainsi de vérifier la présence éventuelle de fuites. Vérification de la bonne fermeture des consommateurs avant mesure le cas échéant.;;681,82;Unité
E-14;Prestation de détection de fuite d'eau - Relevés par mesures de consommation;;Relevé de compteur à la fermeture du site. Relevé de compteur avant ouverture du site et avant toute utilisation d’eau. Vérification de la bonne fermeture des consommations avant mesure le cas échéant.;;227,27;"Unité
"
E-15;Fourniture et pose d'un disjoncteur d'eau DN15 à DN25;;Y compris interface de pilotage;;5048,86;"Unité
(fournitures et main d'œuvre)"
E-16;Fourniture et pose d'un disjoncteur d'eau DN32 à DN40;;;;6611,36;
E-17;Connexion d'un disjoncteur d'eau à la GTB/GTC;;LORA sur VPN privé, filaire modbus ou filaire sur automate.;;3465,91;
